name,quantity,quantity_unit,price,subcat,match_subcat,cat_name,brand,avg_price,gender,gender_2,store,type_brand
Coloración permanente 101 rubio platino ceniza Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 7 121 rubio medio ceniza DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 8 121 rubio claro ceniza DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 731 nude beige DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 831 nude arena DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Aclarante crema color L'Oréal 01 rubio ultra claro naturalCaja,1,ud,7.2,Coloración cabello,Coloración,Cuidado del cabello,L'Oréal,7.2,Non-Male,Non-Male,Mercadona,Brand
Aclarante crema color L'Oréal 03 rubio ultra claro cenizaCaja,1,ud,7.2,Coloración cabello,Coloración,Cuidado del cabello,L'Oréal,7.2,Non-Male,Non-Male,Mercadona,Brand
Decolorante permanente sin amoníaco Garnier 8 super rubio extremoCaja,1,ud,7,Coloración cabello,Coloración,Cuidado del cabello,Garnier,7,Non-Male,Non-Male,Mercadona,Brand
Tinte cabello hombre 3 moreno 4 castaño Deliplus 0% amoníacoCaja,1,ud,5,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,5,Male,Male,Mercadona,Housebrand
Tinte cabello hombre 5 castaño natural Deliplus 0% amoníacoCaja,1,ud,5,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,5,Male,Male,Mercadona,Housebrand
Retoca raíces instantáneo Schwarzkopf rubio oscuroSpray,120,ml,5.8,Coloración cabello,Coloración,Cuidado del cabello,Schwarzkopf,4.83,Non-Male,Non-Male,Mercadona,Brand
Retoca raíces instantáneo Schwarzkopf castañoSpray,120,ml,5.8,Coloración cabello,Coloración,Cuidado del cabello,Schwarzkopf,4.83,Non-Male,Non-Male,Mercadona,Brand
Retoca raíces instantáneo Schwarzkopf negroSpray,120,ml,5.8,Coloración cabello,Coloración,Cuidado del cabello,Schwarzkopf,4.83,Non-Male,Non-Male,Mercadona,Brand
Quitamanchas de tinte capilar DeliplusBote,85,ml,2.4,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,2.82,Non-Male,Non-Male,Mercadona,Housebrand
Laca cabello NellySpray,400,ml,2.35,Fijación cabello,Fijación cabello,Cuidado del cabello,Nelly,0.59,Non-Male,Non-Male,Mercadona,Brand
Laca cabello Flex Deliplus fijación 3Spray,400,ml,2.2,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,0.55,Non-Male,Non-Male,Mercadona,Housebrand
Espuma cabello Rizos Definidos Pantene fijación 5Spray,250,ml,4.25,Fijación cabello,Fijación cabello,Cuidado del cabello,Pantene,1.7,Non-Male,Non-Male,Mercadona,Brand
Laca cabello Suave Deliplus fijación 2Spray,400,ml,2.2,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,0.55,Non-Male,Non-Male,Mercadona,Housebrand
Laca cabello Ultra Fuerte Pantene fijación 5Spray,300,ml,4.25,Fijación cabello,Fijación cabello,Cuidado del cabello,Pantene,1.42,Non-Male,Non-Male,Mercadona,Brand
Laca cabello Xtra Forte Deliplus fijación 4Spray,400,ml,2.2,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,0.55,Non-Male,Non-Male,Mercadona,Housebrand
Laca cabello Xtra Forte Deliplus fijación 4Spray,75,ml,1.05,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,1.4,Non-Male,Non-Male,Mercadona,Housebrand
Espuma cabello Xtra Forte Deliplus fijación 4Bote,300,ml,2,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,0.67,Non-Male,Non-Male,Mercadona,Housebrand
Espuma cabello Xtra Forte Deliplus fijación 4Bote,100,ml,1.65,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,1.65,Non-Male,Non-Male,Mercadona,Housebrand
Espuma cabello Rizos Descarados Giorgi fijación 4Spray,250,ml,2.9,Fijación cabello,Fijación cabello,Cuidado del cabello,Giorgi,1.16,Non-Male,Non-Male,Mercadona,Brand
Espuma cabello Ondas Curly Deliplus fijación 3Bote,300,ml,2.3,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,0.77,Non-Male,Non-Male,Mercadona,Housebrand
Protector térmico cabello Termo Protect DeliplusSpray,200,ml,3,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,1.5,Non-Male,Non-Male,Mercadona,Housebrand
Agua de peinado cabello Aqua Styling DeliplusSpray,200,ml,2.1,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,1.05,Non-Male,Non-Male,Mercadona,Housebrand
Mousse fijador cabello Deliplus fijación 2Bote,200,ml,2.6,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,1.3,Non-Male,Non-Male,Mercadona,Housebrand
Espuma cabello Max Volum Deliplus fijación 3Bote,300,ml,2,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,0.67,Non-Male,Non-Male,Mercadona,Housebrand
Laca cabello Elnett fijación fuerteSpray,400,ml,5.5,Fijación cabello,Fijación cabello,Cuidado del cabello,Elnett,1.38,Non-Male,Non-Male,Mercadona,Brand
Spray cabello Ondas Surfing DeliplusSpray,200,ml,2.4,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,1.2,Non-Male,Non-Male,Mercadona,Housebrand
Gel fijador cabello Xtra Forte Deliplus fijación 4Bote,250,ml,1.6,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,0.64,Non-Male,Non-Male,Mercadona,Housebrand
Gel fijador cabello Xtra Forte Deliplus fijación 4Bote,100,ml,1.5,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,1.5,Non-Male,Non-Male,Mercadona,Housebrand
Gel fijador cabello Forte Deliplus fijación 3Bote,400,ml,1.6,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,0.4,Non-Male,Non-Male,Mercadona,Housebrand
Cera cabello Mate Deliplus fijación 4Bote,100,ml,3.5,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,3.5,Non-Male,Non-Male,Mercadona,Housebrand
Gel fijador cabello X-trem Deliplus fijación 6Bote,250,ml,1.6,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,0.64,Non-Male,Non-Male,Mercadona,Housebrand
Gel fijador cabello Wet Shine Fructis fuerte 02Bote,250,ml,2.75,Fijación cabello,Fijación cabello,Cuidado del cabello,Fructis,1.1,Non-Male,Non-Male,Mercadona,Brand
Gel fijador cabello extra fuerte Giorgi fijación 3Bote,170,ml,2.9,Fijación cabello,Fijación cabello,Cuidado del cabello,Giorgi,1.71,Non-Male,Non-Male,Mercadona,Brand
Gel fijador cabello control total Giorgi fijación 5Bote,170,ml,2.9,Fijación cabello,Fijación cabello,Cuidado del cabello,Giorgi,1.71,Non-Male,Non-Male,Mercadona,Brand
Cera cabello Brillo Deliplus fijación 4Bote,100,ml,3.2,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,3.2,Non-Male,Non-Male,Mercadona,Housebrand
Gel activador de rizos cabello Curl Perfect Deliplus fix 3Bote,200,ml,2.95,Fijación cabello,Fijación cabello,Cuidado del cabello,Deliplus,1.48,Non-Male,Non-Male,Mercadona,Housebrand
Gel fijador de rizos cabello Curl Control SyossBote,250,ml,4.25,Fijación cabello,Fijación cabello,Cuidado del cabello,Syoss,1.7,Non-Male,Non-Male,Mercadona,Brand
Gel de afeitar Sensitive DeliplusBote,200,ml,1.6,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,0.8,Male,Male,Mercadona,Housebrand
Gel de afeitar Sensitive DeliplusBote,75,ml,1.15,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,1.53,Male,Male,Mercadona,Housebrand
Espuma de afeitar Sensitive Deliplus manteca de cacaoBote,300,ml,1.4,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,0.47,Male,Male,Mercadona,Housebrand
Gel de afeitar piel sensible Gillette con aloe veraBote,200,ml,2.8,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Gillette,1.4,Male,Male,Mercadona,Brand
Espuma de afeitar piel sensible Gillette con aloe veraBote,250,ml,1.95,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Gillette,0.78,Male,Male,Mercadona,Brand
Crema de afeitar piel sensible Original Lea uso con brocha,100,g,1.75,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,NA,1.75,Male,Male,Mercadona,NA
Bálsamo after shave Sensitive Nivea Men 0% alcoholFrasco,100,ml,5.95,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Nivea,5.95,Male,Male,Mercadona,Brand
Bálsamo after shave Sensitive Deliplus 0% alcohol antiedadBote,100,ml,1.85,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,1.85,Male,Male,Mercadona,Housebrand
Gel after shave Sensitive Deliplus con aloe vera y 0% alcoholBote,100,ml,1.7,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,1.7,Male,Male,Mercadona,Housebrand
Loción after shave Deliplus con extracto de algas marinasBote,320,ml,2.8,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,0.87,Male,Male,Mercadona,Housebrand
Lote corporal Nivea Men,1,ud,11,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Nivea,11,Male,Male,Mercadona,Brand
Lote corporal hombre Axe Dark Temptation,1,ud,12,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Axe,12,Male,Male,Mercadona,Brand
Maquinillas de afeitar desechables Deliplus Fix 2 hojasPaquete,10,ud,1.1,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,0.11,Male,Male,Mercadona,Housebrand
Maquinillas de afeitar desechables Gillette Blue Plus 2 hojasPaquete,6,ud,3.4,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Gillette,0.57,Male,Male,Mercadona,Brand
Maquinillas de afeitar desechables Deliplus Active 3 hojasPaquete,4,ud,1.95,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,0.49,Male,Male,Mercadona,Housebrand
Maquinillas de afeitar desechables Gillette Sensor Comfort 3 hojasPaquete,5,ud,5.75,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Gillette,1.15,Male,Male,Mercadona,Brand
Maquinillas de afeitar desechables Gillette Blue Plus 2 hojasPaquete,20,ud,8,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Gillette,0.4,Male,Male,Mercadona,Brand
Maquinilla de afeitar recargable Deliplus Precision System 3 hojasCaja,1,ud,2.9,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,2.9,Male,Male,Mercadona,Housebrand
Maquinilla de afeitar recargable Deliplus Precision System 5 hojasCaja,1,ud,3.9,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,3.9,Male,Male,Mercadona,Housebrand
Maquinillas de afeitar desechables Deliplus Active 2 hojasPaquete,10,ud,1.95,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,0.2,Male,Male,Mercadona,Housebrand
Maquinilla de afeitar recargable Deliplus Precision System 6 hojasCaja,1,ud,5.15,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,5.15,Male,Male,Mercadona,Housebrand
Maquinilla de afeitar recargable Gillette Fusion Sport 5 hojasCaja,1,ud,8.75,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Gillette,8.75,Male,Male,Mercadona,Brand
Maquinilla de afeitar recargable Gillette Mach Sport 3 hojasCaja,1,ud,7.95,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Gillette,7.95,Male,Male,Mercadona,Brand
Maquinilla de afeitar recargable Gillette Labs 5 hojasCaja,1,ud,15,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Gillette,15,Male,Male,Mercadona,Brand
Recambios maquinilla de afeitar Deliplus Precision System 5 hojasCaja,4,ud,4.8,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,1.2,Male,Male,Mercadona,Housebrand
Recambios maquinilla de afeitar Deliplus Precision System 6 hojasCaja,4,ud,5.7,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,1.43,Male,Male,Mercadona,Housebrand
Recambios maquinilla de afeitar Gillette Fusion Sport 5 hojasCaja,4,ud,13.95,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Gillette,3.49,Male,Male,Mercadona,Brand
Recambios maquinilla de afeitar Gillette Mach Sport 3 hojasCaja,4,ud,8.95,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Gillette,2.24,Male,Male,Mercadona,Brand
Recambios maquinilla de afeitar Gillette Labs 5 hojasCaja,4,ud,18.95,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Gillette,4.74,Male,Male,Mercadona,Brand
"Crema cara, cuerpo y manos Nivea MenLata",150,ml,4,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Nivea,2.67,Male,Male,Mercadona,Brand
Cuidado hidratante Hydra energetic L'Oréal men expert anti-fatiga 24hBote,50,ml,6.95,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,L'Oréal,13.9,Male,Male,Mercadona,Brand
Crema facial con phytoproteoglycanos FPS 12 Deliplus Men Care Regen SkinBote,50,ml,5.5,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,11,Male,Male,Mercadona,Housebrand
Gel reductor de abdomen Deliplus Men CareBote,150,ml,3.7,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,2.47,Male,Male,Mercadona,Housebrand
Gel crema facial revitalizante e hidratante Deliplus Men Care VitalBote,50,ml,5.5,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,11,Male,Male,Mercadona,Housebrand
Contorno de ojos Men Care Regen Skin DeliplusTubo,15,ml,5,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Deliplus,33.33,Male,Male,Mercadona,Housebrand
Crema facial Power Age L'Oréal men expert hidratante anti-edadBote,50,ml,8.95,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,L'Oréal,17.9,Male,Male,Mercadona,Brand
"Gel de ducha taurina Hydra Energetic L'Oréal Men Expert cuerpo, rostro y cabelloBote",400,ml,3.6,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,L'Oréal,0.9,Male,Male,Mercadona,Brand
Lote corporal Nivea Men,1,ud,11,Afeitado y cuidado para hombre,Afeitado,Cuidado facial y corporal,Nivea,11,Male,Male,Mercadona,Brand
Crema corporal nutritiva Deliplus con aceite de olivaTarro,250,ml,1.5,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,0.6,Non-Male,Non-Male,Mercadona,Housebrand
Loción corporal aloe vera DeliplusBote,400,ml,1.1,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,0.28,Non-Male,Non-Male,Mercadona,Housebrand
Crema corporal NiveaLata,250,ml,4,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Nivea,1.6,Non-Male,Non-Male,Mercadona,Brand
Aceite corporal aloe vera DeliplusBote,400,ml,1.65,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,0.41,Non-Male,Non-Male,Mercadona,Housebrand
Gel corporal aloe vera DeliplusBote,390,ml,3.75,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,0.96,Non-Male,Non-Male,Mercadona,Housebrand
Loción corporal 10% urea pura DeliplusBote,400,ml,1.95,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,0.49,Non-Male,Non-Male,Mercadona,Housebrand
Crema corporal nutritiva Deliplus con aceite de argánTarro,250,ml,1.8,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,0.72,Non-Male,Non-Male,Mercadona,Housebrand
"Loción corporal con omegas 3, 6 y 9 DeliplusBote",400,ml,2.2,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,0.55,Non-Male,Non-Male,Mercadona,Housebrand
Loción corporal reafirmante Q10 Nivea y vitamina CBote,400,ml,5.75,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Nivea,1.44,Non-Male,Non-Male,Mercadona,Brand
Exfoliante corporal mineral Deliplus Mar MuertoTarro,400,g,4.5,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,1.12,Non-Male,Non-Male,Mercadona,Housebrand
Aceite en crema corporal oriental DeliplusBote,250,ml,3,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,1.2,Non-Male,Non-Male,Mercadona,Housebrand
Aceite corporal de almendras Deliplus 100% naturalBote,200,ml,3.4,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,1.7,Non-Male,Non-Male,Mercadona,Housebrand
Crema corporal anticelulítica DeliplusTarro,250,ml,2,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,0.8,Non-Male,Non-Male,Mercadona,Housebrand
Gel corporal aloe vera puro AtlantiaBote,200,ml,5.95,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Atlantia,2.98,Non-Male,Non-Male,Mercadona,Brand
Leche corporal nutritiva Nivea con aceite de almendras y vitamina EBote,500,ml,5.5,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Nivea,1.1,Non-Male,Non-Male,Mercadona,Brand
Aceite corporal de romero Deliplus 100% naturalBote,200,ml,3.2,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,1.6,Non-Male,Non-Male,Mercadona,Housebrand
Gel anticelulítico efecto frío DeliplusBote,200,ml,3.8,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,1.9,Non-Male,Non-Male,Mercadona,Housebrand
Tratamiento crema reductor intensivo noche DeliplusBote,200,ml,5.5,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,2.75,Non-Male,Non-Male,Mercadona,Housebrand
Loción corporal efecto bronceado DeliplusBote,400,ml,2.75,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,0.69,Non-Male,Non-Male,Mercadona,Housebrand
Spray refrescante mentol Deliplus para pies y piernasBote,200,ml,3.95,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,1.98,Non-Male,Non-Male,Mercadona,Housebrand
Gel refrescante mentol Deliplus para pies y piernasBote,300,ml,2.5,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,0.83,Non-Male,Non-Male,Mercadona,Housebrand
Loción corporal de almendras DeliplusBote,400,ml,1.95,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,0.49,Non-Male,Non-Male,Mercadona,Housebrand
Manteca corporal con aroma de coco DeliplusTarro,250,ml,3.5,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,1.4,Non-Male,Non-Male,Mercadona,Housebrand
Aceite corporal rosa mosqueta DeliplusBote,30,ml,4.99,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,16.63,Non-Male,Non-Male,Mercadona,Housebrand
Exfoliante corporal con partículas de coco DeliplusTarro,250,ml,4,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,1.6,Non-Male,Non-Male,Mercadona,Housebrand
Crema corporal hidratante Deliplus vainillaTarro,250,ml,1.8,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,0.72,Non-Male,Non-Male,Mercadona,Housebrand
Crema corporal hidratante Esferas VIT-E Deliplus con ácido hialurónicoTarro,250,ml,2.75,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,1.1,Non-Male,Non-Male,Mercadona,Housebrand
Lote corporal mujer Dove,1,ud,10.55,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Dove,10.55,Female,Non-Male,Mercadona,Brand
Aceite corporal tacto seco Deliplus con aceite de argánBote,200,ml,3.2,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,1.6,Non-Male,Non-Male,Mercadona,Housebrand
Crema de manos flor de Japón DeliplusTubo,30,ml,1,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,3.33,Non-Male,Non-Male,Mercadona,Housebrand
Crema de manos hidratante con aloe vera DeliplusBote,75,ml,1,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,1.33,Non-Male,Non-Male,Mercadona,Housebrand
Crema de manos reparadora DeliplusBote,75,ml,1.3,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,1.73,Non-Male,Non-Male,Mercadona,Housebrand
"Crema de manos, cara y cuerpo Nivea Soft hidratante intensivaBote",75,ml,1.95,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Nivea,2.6,Non-Male,Non-Male,Mercadona,Brand
Crema de manos anti-manchas Deliplus FPS 20Bote,75,ml,1.85,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Deliplus,2.47,Non-Male,Non-Male,Mercadona,Housebrand
Crema de manos nutritiva Dove intensivaBote,75,ml,2,Cuidado corporal,Cuidado corporal,Cuidado facial y corporal,Dove,2.67,Non-Male,Non-Male,Mercadona,Brand
